p cnf 153 6120
-133 -141 -152 -138 0
13 145 152 17 0
-13 -145 -152 -17 0
29 145 152 33 0
-29 -145 -152 -33 0
44 145 152 48 0
-44 -145 -152 -48 0
58 145 152 62 0
-58 -145 -152 -62 0
71 145 152 75 0
-71 -145 -152 -75 0
83 145 152 87 0
-83 -145 -152 -87 0
94 145 152 98 0
-94 -145 -152 -98 0
104 145 152 108 0
-104 -145 -152 -108 0
113 145 152 117 0
-113 -145 -152 -117 0
121 145 152 125 0
-121 -145 -152 -125 0
128 145 152 132 0
-128 -145 -152 -132 0
134 145 152 138 0
-134 -145 -152 -138 0
139 145 152 143 0
-139 -145 -152 -143 0
14 148 152 17 0
-14 -148 -152 -17 0
30 148 152 33 0
-30 -148 -152 -33 0
45 148 152 48 0
-45 -148 -152 -48 0
59 148 152 62 0
-59 -148 -152 -62 0
72 148 152 75 0
-72 -148 -152 -75 0
84 148 152 87 0
-84 -148 -152 -87 0
95 148 152 98 0
-95 -148 -152 -98 0
105 148 152 108 0
-105 -148 -152 -108 0
114 148 152 117 0
-114 -148 -152 -117 0
122 148 152 125 0
-122 -148 -152 -125 0
129 148 152 132 0
-129 -148 -152 -132 0
135 148 152 138 0
-135 -148 -152 -138 0
140 148 152 143 0
-140 -148 -152 -143 0
144 148 152 147 0
-144 -148 -152 -147 0
1 32 153 17 0
-1 -32 -153 -17 0
2 47 153 17 0
-2 -47 -153 -17 0
18 47 153 33 0
-18 -47 -153 -33 0
3 61 153 17 0
-3 -61 -153 -17 0
19 61 153 33 0
-19 -61 -153 -33 0
34 61 153 48 0
-34 -61 -153 -48 0
4 74 153 17 0
-4 -74 -153 -17 0
20 74 153 33 0
-20 -74 -153 -33 0
35 74 153 48 0
-35 -74 -153 -48 0
49 74 153 62 0
-49 -74 -153 -62 0
5 86 153 17 0
-5 -86 -153 -17 0
21 86 153 33 0
-21 -86 -153 -33 0
36 86 153 48 0
-36 -86 -153 -48 0
50 86 153 62 0
-50 -86 -153 -62 0
63 86 153 75 0
-63 -86 -153 -75 0
6 97 153 17 0
-6 -97 -153 -17 0
22 97 153 33 0
-22 -97 -153 -33 0
37 97 153 48 0
-37 -97 -153 -48 0
51 97 153 62 0
-51 -97 -153 -62 0
64 97 153 75 0
-64 -97 -153 -75 0
76 97 153 87 0
-76 -97 -153 -87 0
7 107 153 17 0
-7 -107 -153 -17 0
23 107 153 33 0
-23 -107 -153 -33 0
38 107 153 48 0
-38 -107 -153 -48 0
52 107 153 62 0
-52 -107 -153 -62 0
65 107 153 75 0
-65 -107 -153 -75 0
77 107 153 87 0
-77 -107 -153 -87 0
88 107 153 98 0
-88 -107 -153 -98 0
8 116 153 17 0
-8 -116 -153 -17 0
24 116 153 33 0
-24 -116 -153 -33 0
39 116 153 48 0
-39 -116 -153 -48 0
53 116 153 62 0
-53 -116 -153 -62 0
66 116 153 75 0
-66 -116 -153 -75 0
78 116 153 87 0
-78 -116 -153 -87 0
89 116 153 98 0
-89 -116 -153 -98 0
99 116 153 108 0
-99 -116 -153 -108 0
9 124 153 17 0
-9 -124 -153 -17 0
25 124 153 33 0
-25 -124 -153 -33 0
40 124 153 48 0
-40 -124 -153 -48 0
54 124 153 62 0
-54 -124 -153 -62 0
67 124 153 75 0
-67 -124 -153 -75 0
79 124 153 87 0
-79 -124 -153 -87 0
90 124 153 98 0
-90 -124 -153 -98 0
100 124 153 108 0
-100 -124 -153 -108 0
109 124 153 117 0
-109 -124 -153 -117 0
10 131 153 17 0
-10 -131 -153 -17 0
26 131 153 33 0
-26 -131 -153 -33 0
41 131 153 48 0
-41 -131 -153 -48 0
55 131 153 62 0
-55 -131 -153 -62 0
68 131 153 75 0
-68 -131 -153 -75 0
80 131 153 87 0
-80 -131 -153 -87 0
91 131 153 98 0
-91 -131 -153 -98 0
101 131 153 108 0
-101 -131 -153 -108 0
110 131 153 117 0
-110 -131 -153 -117 0
118 131 153 125 0
-118 -131 -153 -125 0
11 137 153 17 0
-11 -137 -153 -17 0
27 137 153 33 0
-27 -137 -153 -33 0
42 137 153 48 0
-42 -137 -153 -48 0
56 137 153 62 0
-56 -137 -153 -62 0
69 137 153 75 0
-69 -137 -153 -75 0
81 137 153 87 0
-81 -137 -153 -87 0
92 137 153 98 0
-92 -137 -153 -98 0
102 137 153 108 0
-102 -137 -153 -108 0
111 137 153 117 0
-111 -137 -153 -117 0
119 137 153 125 0
-119 -137 -153 -125 0
126 137 153 132 0
-126 -137 -153 -132 0
12 142 153 17 0
-12 -142 -153 -17 0
28 142 153 33 0
-28 -142 -153 -33 0
43 142 153 48 0
-43 -142 -153 -48 0
57 142 153 62 0
-57 -142 -153 -62 0
70 142 153 75 0
-70 -142 -153 -75 0
82 142 153 87 0
-82 -142 -153 -87 0
93 142 153 98 0
-93 -142 -153 -98 0
103 142 153 108 0
-103 -142 -153 -108 0
112 142 153 117 0
-112 -142 -153 -117 0
120 142 153 125 0
-120 -142 -153 -125 0
127 142 153 132 0
-127 -142 -153 -132 0
133 142 153 138 0
-133 -142 -153 -138 0
13 146 153 17 0
-13 -146 -153 -17 0
29 146 153 33 0
-29 -146 -153 -33 0
44 146 153 48 0
-44 -146 -153 -48 0
58 146 153 62 0
-58 -146 -153 -62 0
71 146 153 75 0
-71 -146 -153 -75 0
83 146 153 87 0
-83 -146 -153 -87 0
94 146 153 98 0
-94 -146 -153 -98 0
104 146 153 108 0
-104 -146 -153 -108 0
113 146 153 117 0
-113 -146 -153 -117 0
121 146 153 125 0
-121 -146 -153 -125 0
128 146 153 132 0
-128 -146 -153 -132 0
134 146 153 138 0
-134 -146 -153 -138 0
139 146 153 143 0
-139 -146 -153 -143 0
14 149 153 17 0
-14 -149 -153 -17 0
30 149 153 33 0
-30 -149 -153 -33 0
45 149 153 48 0
-45 -149 -153 -48 0
59 149 153 62 0
-59 -149 -153 -62 0
72 149 153 75 0
-72 -149 -153 -75 0
84 149 153 87 0
-84 -149 -153 -87 0
95 149 153 98 0
-95 -149 -153 -98 0
105 149 153 108 0
-105 -149 -153 -108 0
114 149 153 117 0
-114 -149 -153 -117 0
122 149 153 125 0
-122 -149 -153 -125 0
129 149 153 132 0
-129 -149 -153 -132 0
135 149 153 138 0
-135 -149 -153 -138 0
140 149 153 143 0
-140 -149 -153 -143 0
144 149 153 147 0
-144 -149 -153 -147 0
15 151 153 17 0
-15 -151 -153 -17 0
31 151 153 33 0
-31 -151 -153 -33 0
46 151 153 48 0
-46 -151 -153 -48 0
60 151 153 62 0
-60 -151 -153 -62 0
73 151 153 75 0
-73 -151 -153 -75 0
85 151 153 87 0
-85 -151 -153 -87 0
96 151 153 98 0
-96 -151 -153 -98 0
106 151 153 108 0
-106 -151 -153 -108 0
115 151 153 117 0
-115 -151 -153 -117 0
123 151 153 125 0
-123 -151 -153 -125 0
130 151 153 132 0
-130 -151 -153 -132 0
136 151 153 138 0
-136 -151 -153 -138 0
141 151 153 143 0
-141 -151 -153 -143 0
145 151 153 147 0
-145 -151 -153 -147 0
148 151 153 150 0
-148 -151 -153 -150 0
