p cnf 153 19380
-26 -126 -133 -139 -144 -30 0
-41 -126 -133 -139 -144 -45 0
-55 -126 -133 -139 -144 -59 0
-68 -126 -133 -139 -144 -72 0
-80 -126 -133 -139 -144 -84 0
-91 -126 -133 -139 -144 -95 0
-101 -126 -133 -139 -144 -105 0
-110 -126 -133 -139 -144 -114 0
-118 -126 -133 -139 -144 -122 0
-1 -18 -34 -49 -73 -15 0
-1 -18 -34 -50 -85 -15 0
-1 -18 -35 -63 -85 -15 0
-1 -19 -49 -63 -85 -15 0
-2 -34 -49 -63 -85 -15 0
-18 -34 -49 -63 -85 -31 0
-1 -18 -34 -51 -96 -15 0
-1 -18 -35 -64 -96 -15 0
-1 -19 -49 -64 -96 -15 0
-2 -34 -49 -64 -96 -15 0
-18 -34 -49 -64 -96 -31 0
-1 -18 -36 -76 -96 -15 0
-1 -19 -50 -76 -96 -15 0
-2 -34 -50 -76 -96 -15 0
-18 -34 -50 -76 -96 -31 0
-1 -20 -63 -76 -96 -15 0
-2 -35 -63 -76 -96 -15 0
-18 -35 -63 -76 -96 -31 0
-3 -49 -63 -76 -96 -15 0
-19 -49 -63 -76 -96 -31 0
-34 -49 -63 -76 -96 -46 0
-1 -18 -34 -52 -106 -15 0
-1 -18 -35 -65 -106 -15 0
-1 -19 -49 -65 -106 -15 0
-2 -34 -49 -65 -106 -15 0
-18 -34 -49 -65 -106 -31 0
-1 -18 -36 -77 -106 -15 0
-1 -19 -50 -77 -106 -15 0
-2 -34 -50 -77 -106 -15 0
-18 -34 -50 -77 -106 -31 0
-1 -20 -63 -77 -106 -15 0
-2 -35 -63 -77 -106 -15 0
-18 -35 -63 -77 -106 -31 0
-3 -49 -63 -77 -106 -15 0
-19 -49 -63 -77 -106 -31 0
-34 -49 -63 -77 -106 -46 0
-1 -18 -37 -88 -106 -15 0
-1 -19 -51 -88 -106 -15 0
-2 -34 -51 -88 -106 -15 0
-18 -34 -51 -88 -106 -31 0
-1 -20 -64 -88 -106 -15 0
-2 -35 -64 -88 -106 -15 0
-18 -35 -64 -88 -106 -31 0
-3 -49 -64 -88 -106 -15 0
-19 -49 -64 -88 -106 -31 0
-34 -49 -64 -88 -106 -46 0
-1 -21 -76 -88 -106 -15 0
-2 -36 -76 -88 -106 -15 0
-18 -36 -76 -88 -106 -31 0
-3 -50 -76 -88 -106 -15 0
-19 -50 -76 -88 -106 -31 0
-34 -50 -76 -88 -106 -46 0
-4 -63 -76 -88 -106 -15 0
-20 -63 -76 -88 -106 -31 0
-35 -63 -76 -88 -106 -46 0
-49 -63 -76 -88 -106 -60 0
-1 -18 -34 -53 -115 -15 0
-1 -18 -35 -66 -115 -15 0
-1 -19 -49 -66 -115 -15 0
-2 -34 -49 -66 -115 -15 0
-18 -34 -49 -66 -115 -31 0
-1 -18 -36 -78 -115 -15 0
-1 -19 -50 -78 -115 -15 0
-2 -34 -50 -78 -115 -15 0
-18 -34 -50 -78 -115 -31 0
-1 -20 -63 -78 -115 -15 0
-2 -35 -63 -78 -115 -15 0
-18 -35 -63 -78 -115 -31 0
-3 -49 -63 -78 -115 -15 0
-19 -49 -63 -78 -115 -31 0
-34 -49 -63 -78 -115 -46 0
-1 -18 -37 -89 -115 -15 0
-1 -19 -51 -89 -115 -15 0
-2 -34 -51 -89 -115 -15 0
-18 -34 -51 -89 -115 -31 0
-1 -20 -64 -89 -115 -15 0
-2 -35 -64 -89 -115 -15 0
-18 -35 -64 -89 -115 -31 0
-3 -49 -64 -89 -115 -15 0
-19 -49 -64 -89 -115 -31 0
-34 -49 -64 -89 -115 -46 0
-1 -21 -76 -89 -115 -15 0
-2 -36 -76 -89 -115 -15 0
-18 -36 -76 -89 -115 -31 0
-3 -50 -76 -89 -115 -15 0
-19 -50 -76 -89 -115 -31 0
-34 -50 -76 -89 -115 -46 0
-4 -63 -76 -89 -115 -15 0
-20 -63 -76 -89 -115 -31 0
-35 -63 -76 -89 -115 -46 0
-49 -63 -76 -89 -115 -60 0
-1 -18 -38 -99 -115 -15 0
-1 -19 -52 -99 -115 -15 0
-2 -34 -52 -99 -115 -15 0
-18 -34 -52 -99 -115 -31 0
-1 -20 -65 -99 -115 -15 0
-2 -35 -65 -99 -115 -15 0
-18 -35 -65 -99 -115 -31 0
-3 -49 -65 -99 -115 -15 0
-19 -49 -65 -99 -115 -31 0
-34 -49 -65 -99 -115 -46 0
-1 -21 -77 -99 -115 -15 0
-2 -36 -77 -99 -115 -15 0
-18 -36 -77 -99 -115 -31 0
-3 -50 -77 -99 -115 -15 0
-19 -50 -77 -99 -115 -31 0
-34 -50 -77 -99 -115 -46 0
-4 -63 -77 -99 -115 -15 0
-20 -63 -77 -99 -115 -31 0
-35 -63 -77 -99 -115 -46 0
-49 -63 -77 -99 -115 -60 0
-1 -22 -88 -99 -115 -15 0
-2 -37 -88 -99 -115 -15 0
-18 -37 -88 -99 -115 -31 0
-3 -51 -88 -99 -115 -15 0
-19 -51 -88 -99 -115 -31 0
-34 -51 -88 -99 -115 -46 0
-4 -64 -88 -99 -115 -15 0
-20 -64 -88 -99 -115 -31 0
-35 -64 -88 -99 -115 -46 0
-49 -64 -88 -99 -115 -60 0
-5 -76 -88 -99 -115 -15 0
-21 -76 -88 -99 -115 -31 0
-36 -76 -88 -99 -115 -46 0
-50 -76 -88 -99 -115 -60 0
-63 -76 -88 -99 -115 -73 0
-1 -18 -34 -54 -123 -15 0
-1 -18 -35 -67 -123 -15 0
-1 -19 -49 -67 -123 -15 0
-2 -34 -49 -67 -123 -15 0
-18 -34 -49 -67 -123 -31 0
-1 -18 -36 -79 -123 -15 0
-1 -19 -50 -79 -123 -15 0
-2 -34 -50 -79 -123 -15 0
-18 -34 -50 -79 -123 -31 0
-1 -20 -63 -79 -123 -15 0
-2 -35 -63 -79 -123 -15 0
-18 -35 -63 -79 -123 -31 0
-3 -49 -63 -79 -123 -15 0
-19 -49 -63 -79 -123 -31 0
-34 -49 -63 -79 -123 -46 0
-1 -18 -37 -90 -123 -15 0
-1 -19 -51 -90 -123 -15 0
-2 -34 -51 -90 -123 -15 0
-18 -34 -51 -90 -123 -31 0
-1 -20 -64 -90 -123 -15 0
-2 -35 -64 -90 -123 -15 0
-18 -35 -64 -90 -123 -31 0
-3 -49 -64 -90 -123 -15 0
-19 -49 -64 -90 -123 -31 0
-34 -49 -64 -90 -123 -46 0
-1 -21 -76 -90 -123 -15 0
-2 -36 -76 -90 -123 -15 0
-18 -36 -76 -90 -123 -31 0
-3 -50 -76 -90 -123 -15 0
-19 -50 -76 -90 -123 -31 0
-34 -50 -76 -90 -123 -46 0
-4 -63 -76 -90 -123 -15 0
-20 -63 -76 -90 -123 -31 0
-35 -63 -76 -90 -123 -46 0
-49 -63 -76 -90 -123 -60 0
-1 -18 -38 -100 -123 -15 0
-1 -19 -52 -100 -123 -15 0
-2 -34 -52 -100 -123 -15 0
-18 -34 -52 -100 -123 -31 0
-1 -20 -65 -100 -123 -15 0
-2 -35 -65 -100 -123 -15 0
-18 -35 -65 -100 -123 -31 0
-3 -49 -65 -100 -123 -15 0
-19 -49 -65 -100 -123 -31 0
-34 -49 -65 -100 -123 -46 0
-1 -21 -77 -100 -123 -15 0
-2 -36 -77 -100 -123 -15 0
-18 -36 -77 -100 -123 -31 0
-3 -50 -77 -100 -123 -15 0
-19 -50 -77 -100 -123 -31 0
-34 -50 -77 -100 -123 -46 0
-4 -63 -77 -100 -123 -15 0
-20 -63 -77 -100 -123 -31 0
-35 -63 -77 -100 -123 -46 0
-49 -63 -77 -100 -123 -60 0
-1 -22 -88 -100 -123 -15 0
-2 -37 -88 -100 -123 -15 0
-18 -37 -88 -100 -123 -31 0
-3 -51 -88 -100 -123 -15 0
-19 -51 -88 -100 -123 -31 0
-34 -51 -88 -100 -123 -46 0
-4 -64 -88 -100 -123 -15 0
-20 -64 -88 -100 -123 -31 0
-35 -64 -88 -100 -123 -46 0
-49 -64 -88 -100 -123 -60 0
-5 -76 -88 -100 -123 -15 0
-21 -76 -88 -100 -123 -31 0
-36 -76 -88 -100 -123 -46 0
-50 -76 -88 -100 -123 -60 0
-63 -76 -88 -100 -123 -73 0
-1 -18 -39 -109 -123 -15 0
-1 -19 -53 -109 -123 -15 0
-2 -34 -53 -109 -123 -15 0
-18 -34 -53 -109 -123 -31 0
-1 -20 -66 -109 -123 -15 0
-2 -35 -66 -109 -123 -15 0
-18 -35 -66 -109 -123 -31 0
-3 -49 -66 -109 -123 -15 0
-19 -49 -66 -109 -123 -31 0
-34 -49 -66 -109 -123 -46 0
-1 -21 -78 -109 -123 -15 0
-2 -36 -78 -109 -123 -15 0
-18 -36 -78 -109 -123 -31 0
-3 -50 -78 -109 -123 -15 0
-19 -50 -78 -109 -123 -31 0
-34 -50 -78 -109 -123 -46 0
-4 -63 -78 -109 -123 -15 0
-20 -63 -78 -109 -123 -31 0
-35 -63 -78 -109 -123 -46 0
-49 -63 -78 -109 -123 -60 0
-1 -22 -89 -109 -123 -15 0
-2 -37 -89 -109 -123 -15 0
-18 -37 -89 -109 -123 -31 0
-3 -51 -89 -109 -123 -15 0
-19 -51 -89 -109 -123 -31 0
-34 -51 -89 -109 -123 -46 0
-4 -64 -89 -109 -123 -15 0
-20 -64 -89 -109 -123 -31 0
-35 -64 -89 -109 -123 -46 0
-49 -64 -89 -109 -123 -60 0
-5 -76 -89 -109 -123 -15 0
-21 -76 -89 -109 -123 -31 0
-36 -76 -89 -109 -123 -46 0
-50 -76 -89 -109 -123 -60 0
-63 -76 -89 -109 -123 -73 0
-1 -23 -99 -109 -123 -15 0
-2 -38 -99 -109 -123 -15 0
-18 -38 -99 -109 -123 -31 0
-3 -52 -99 -109 -123 -15 0
-19 -52 -99 -109 -123 -31 0
-34 -52 -99 -109 -123 -46 0
-4 -65 -99 -109 -123 -15 0
-20 -65 -99 -109 -123 -31 0
-35 -65 -99 -109 -123 -46 0
-49 -65 -99 -109 -123 -60 0
-5 -77 -99 -109 -123 -15 0
-21 -77 -99 -109 -123 -31 0
-36 -77 -99 -109 -123 -46 0
-50 -77 -99 -109 -123 -60 0
-63 -77 -99 -109 -123 -73 0
-6 -88 -99 -109 -123 -15 0
-22 -88 -99 -109 -123 -31 0
-37 -88 -99 -109 -123 -46 0
-51 -88 -99 -109 -123 -60 0
-64 -88 -99 -109 -123 -73 0
-76 -88 -99 -109 -123 -85 0
-1 -18 -34 -55 -130 -15 0
-1 -18 -35 -68 -130 -15 0
-1 -19 -49 -68 -130 -15 0
-2 -34 -49 -68 -130 -15 0
-18 -34 -49 -68 -130 -31 0
-1 -18 -36 -80 -130 -15 0
-1 -19 -50 -80 -130 -15 0
-2 -34 -50 -80 -130 -15 0
-18 -34 -50 -80 -130 -31 0
-1 -20 -63 -80 -130 -15 0
-2 -35 -63 -80 -130 -15 0
-18 -35 -63 -80 -130 -31 0
-3 -49 -63 -80 -130 -15 0
-19 -49 -63 -80 -130 -31 0
-34 -49 -63 -80 -130 -46 0
-1 -18 -37 -91 -130 -15 0
-1 -19 -51 -91 -130 -15 0
-2 -34 -51 -91 -130 -15 0
-18 -34 -51 -91 -130 -31 0
-1 -20 -64 -91 -130 -15 0
-2 -35 -64 -91 -130 -15 0
-18 -35 -64 -91 -130 -31 0
-3 -49 -64 -91 -130 -15 0
-19 -49 -64 -91 -130 -31 0
-34 -49 -64 -91 -130 -46 0
-1 -21 -76 -91 -130 -15 0
-2 -36 -76 -91 -130 -15 0
-18 -36 -76 -91 -130 -31 0
-3 -50 -76 -91 -130 -15 0
-19 -50 -76 -91 -130 -31 0
-34 -50 -76 -91 -130 -46 0
-4 -63 -76 -91 -130 -15 0
-20 -63 -76 -91 -130 -31 0
-35 -63 -76 -91 -130 -46 0
-49 -63 -76 -91 -130 -60 0
-1 -18 -38 -101 -130 -15 0
-1 -19 -52 -101 -130 -15 0
-2 -34 -52 -101 -130 -15 0
-18 -34 -52 -101 -130 -31 0
-1 -20 -65 -101 -130 -15 0
-2 -35 -65 -101 -130 -15 0
-18 -35 -65 -101 -130 -31 0
-3 -49 -65 -101 -130 -15 0
-19 -49 -65 -101 -130 -31 0
-34 -49 -65 -101 -130 -46 0
-1 -21 -77 -101 -130 -15 0
-2 -36 -77 -101 -130 -15 0
-18 -36 -77 -101 -130 -31 0
-3 -50 -77 -101 -130 -15 0
-19 -50 -77 -101 -130 -31 0
-34 -50 -77 -101 -130 -46 0
-4 -63 -77 -101 -130 -15 0
-20 -63 -77 -101 -130 -31 0
-35 -63 -77 -101 -130 -46 0
-49 -63 -77 -101 -130 -60 0
-1 -22 -88 -101 -130 -15 0
-2 -37 -88 -101 -130 -15 0
-18 -37 -88 -101 -130 -31 0
-3 -51 -88 -101 -130 -15 0
-19 -51 -88 -101 -130 -31 0
-34 -51 -88 -101 -130 -46 0
-4 -64 -88 -101 -130 -15 0
-20 -64 -88 -101 -130 -31 0
-35 -64 -88 -101 -130 -46 0
-49 -64 -88 -101 -130 -60 0
-5 -76 -88 -101 -130 -15 0
-21 -76 -88 -101 -130 -31 0
-36 -76 -88 -101 -130 -46 0
-50 -76 -88 -101 -130 -60 0
-63 -76 -88 -101 -130 -73 0
-1 -18 -39 -110 -130 -15 0
-1 -19 -53 -110 -130 -15 0
-2 -34 -53 -110 -130 -15 0
-18 -34 -53 -110 -130 -31 0
-1 -20 -66 -110 -130 -15 0
-2 -35 -66 -110 -130 -15 0
-18 -35 -66 -110 -130 -31 0
-3 -49 -66 -110 -130 -15 0
-19 -49 -66 -110 -130 -31 0
-34 -49 -66 -110 -130 -46 0
-1 -21 -78 -110 -130 -15 0
-2 -36 -78 -110 -130 -15 0
-18 -36 -78 -110 -130 -31 0
-3 -50 -78 -110 -130 -15 0
-19 -50 -78 -110 -130 -31 0
-34 -50 -78 -110 -130 -46 0
-4 -63 -78 -110 -130 -15 0
-20 -63 -78 -110 -130 -31 0
-35 -63 -78 -110 -130 -46 0
-49 -63 -78 -110 -130 -60 0
-1 -22 -89 -110 -130 -15 0
-2 -37 -89 -110 -130 -15 0
-18 -37 -89 -110 -130 -31 0
-3 -51 -89 -110 -130 -15 0
-19 -51 -89 -110 -130 -31 0
-34 -51 -89 -110 -130 -46 0
-4 -64 -89 -110 -130 -15 0
-20 -64 -89 -110 -130 -31 0
-35 -64 -89 -110 -130 -46 0
-49 -64 -89 -110 -130 -60 0
-5 -76 -89 -110 -130 -15 0
-21 -76 -89 -110 -130 -31 0
-36 -76 -89 -110 -130 -46 0
-50 -76 -89 -110 -130 -60 0
-63 -76 -89 -110 -130 -73 0
-1 -23 -99 -110 -130 -15 0
-2 -38 -99 -110 -130 -15 0
-18 -38 -99 -110 -130 -31 0
-3 -52 -99 -110 -130 -15 0
-19 -52 -99 -110 -130 -31 0
-34 -52 -99 -110 -130 -46 0
-4 -65 -99 -110 -130 -15 0
-20 -65 -99 -110 -130 -31 0
-35 -65 -99 -110 -130 -46 0
-49 -65 -99 -110 -130 -60 0
-5 -77 -99 -110 -130 -15 0
-21 -77 -99 -110 -130 -31 0
-36 -77 -99 -110 -130 -46 0
-50 -77 -99 -110 -130 -60 0
-63 -77 -99 -110 -130 -73 0
-6 -88 -99 -110 -130 -15 0
-22 -88 -99 -110 -130 -31 0
-37 -88 -99 -110 -130 -46 0
-51 -88 -99 -110 -130 -60 0
-64 -88 -99 -110 -130 -73 0
-76 -88 -99 -110 -130 -85 0
-1 -18 -40 -118 -130 -15 0
-1 -19 -54 -118 -130 -15 0
-2 -34 -54 -118 -130 -15 0
-18 -34 -54 -118 -130 -31 0
-1 -20 -67 -118 -130 -15 0
-2 -35 -67 -118 -130 -15 0
-18 -35 -67 -118 -130 -31 0
-3 -49 -67 -118 -130 -15 0
-19 -49 -67 -118 -130 -31 0
-34 -49 -67 -118 -130 -46 0
-1 -21 -79 -118 -130 -15 0
-2 -36 -79 -118 -130 -15 0
-18 -36 -79 -118 -130 -31 0
-3 -50 -79 -118 -130 -15 0
-19 -50 -79 -118 -130 -31 0
-34 -50 -79 -118 -130 -46 0
-4 -63 -79 -118 -130 -15 0
-20 -63 -79 -118 -130 -31 0
-35 -63 -79 -118 -130 -46 0
-49 -63 -79 -118 -130 -60 0
-1 -22 -90 -118 -130 -15 0
-2 -37 -90 -118 -130 -15 0
-18 -37 -90 -118 -130 -31 0
-3 -51 -90 -118 -130 -15 0
-19 -51 -90 -118 -130 -31 0
-34 -51 -90 -118 -130 -46 0
-4 -64 -90 -118 -130 -15 0
-20 -64 -90 -118 -130 -31 0
-35 -64 -90 -118 -130 -46 0
-49 -64 -90 -118 -130 -60 0
-5 -76 -90 -118 -130 -15 0
-21 -76 -90 -118 -130 -31 0
-36 -76 -90 -118 -130 -46 0
-50 -76 -90 -118 -130 -60 0
-63 -76 -90 -118 -130 -73 0
-1 -23 -100 -118 -130 -15 0
-2 -38 -100 -118 -130 -15 0
-18 -38 -100 -118 -130 -31 0
-3 -52 -100 -118 -130 -15 0
-19 -52 -100 -118 -130 -31 0
-34 -52 -100 -118 -130 -46 0
-4 -65 -100 -118 -130 -15 0
-20 -65 -100 -118 -130 -31 0
-35 -65 -100 -118 -130 -46 0
-49 -65 -100 -118 -130 -60 0
-5 -77 -100 -118 -130 -15 0
-21 -77 -100 -118 -130 -31 0
-36 -77 -100 -118 -130 -46 0
-50 -77 -100 -118 -130 -60 0
-63 -77 -100 -118 -130 -73 0
-6 -88 -100 -118 -130 -15 0
-22 -88 -100 -118 -130 -31 0
-37 -88 -100 -118 -130 -46 0
-51 -88 -100 -118 -130 -60 0
-64 -88 -100 -118 -130 -73 0
-76 -88 -100 -118 -130 -85 0
-1 -24 -109 -118 -130 -15 0
-2 -39 -109 -118 -130 -15 0
-18 -39 -109 -118 -130 -31 0
-3 -53 -109 -118 -130 -15 0
-19 -53 -109 -118 -130 -31 0
-34 -53 -109 -118 -130 -46 0
-4 -66 -109 -118 -130 -15 0
-20 -66 -109 -118 -130 -31 0
-35 -66 -109 -118 -130 -46 0
-49 -66 -109 -118 -130 -60 0
-5 -78 -109 -118 -130 -15 0
-21 -78 -109 -118 -130 -31 0
-36 -78 -109 -118 -130 -46 0
-50 -78 -109 -118 -130 -60 0
-63 -78 -109 -118 -130 -73 0
-6 -89 -109 -118 -130 -15 0
-22 -89 -109 -118 -130 -31 0
-37 -89 -109 -118 -130 -46 0
-51 -89 -109 -118 -130 -60 0
-64 -89 -109 -118 -130 -73 0
-76 -89 -109 -118 -130 -85 0
-7 -99 -109 -118 -130 -15 0
-23 -99 -109 -118 -130 -31 0
-38 -99 -109 -118 -130 -46 0
-52 -99 -109 -118 -130 -60 0
-65 -99 -109 -118 -130 -73 0
-77 -99 -109 -118 -130 -85 0
-88 -99 -109 -118 -130 -96 0
-1 -18 -34 -56 -136 -15 0
-1 -18 -35 -69 -136 -15 0
-1 -19 -49 -69 -136 -15 0
-2 -34 -49 -69 -136 -15 0
-18 -34 -49 -69 -136 -31 0
-1 -18 -36 -81 -136 -15 0
-1 -19 -50 -81 -136 -15 0
-2 -34 -50 -81 -136 -15 0
-18 -34 -50 -81 -136 -31 0
-1 -20 -63 -81 -136 -15 0
-2 -35 -63 -81 -136 -15 0
-18 -35 -63 -81 -136 -31 0
-3 -49 -63 -81 -136 -15 0
-19 -49 -63 -81 -136 -31 0
-34 -49 -63 -81 -136 -46 0
-1 -18 -37 -92 -136 -15 0
-1 -19 -51 -92 -136 -15 0
-2 -34 -51 -92 -136 -15 0
-18 -34 -51 -92 -136 -31 0
-1 -20 -64 -92 -136 -15 0
-2 -35 -64 -92 -136 -15 0
-18 -35 -64 -92 -136 -31 0
-3 -49 -64 -92 -136 -15 0
-19 -49 -64 -92 -136 -31 0
-34 -49 -64 -92 -136 -46 0
-1 -21 -76 -92 -136 -15 0
-2 -36 -76 -92 -136 -15 0
-18 -36 -76 -92 -136 -31 0
-3 -50 -76 -92 -136 -15 0
-19 -50 -76 -92 -136 -31 0
-34 -50 -76 -92 -136 -46 0
-4 -63 -76 -92 -136 -15 0
-20 -63 -76 -92 -136 -31 0
-35 -63 -76 -92 -136 -46 0
-49 -63 -76 -92 -136 -60 0
-1 -18 -38 -102 -136 -15 0
-1 -19 -52 -102 -136 -15 0
-2 -34 -52 -102 -136 -15 0
-18 -34 -52 -102 -136 -31 0
-1 -20 -65 -102 -136 -15 0
-2 -35 -65 -102 -136 -15 0
-18 -35 -65 -102 -136 -31 0
-3 -49 -65 -102 -136 -15 0
-19 -49 -65 -102 -136 -31 0
-34 -49 -65 -102 -136 -46 0
-1 -21 -77 -102 -136 -15 0
-2 -36 -77 -102 -136 -15 0
-18 -36 -77 -102 -136 -31 0
-3 -50 -77 -102 -136 -15 0
-19 -50 -77 -102 -136 -31 0
-34 -50 -77 -102 -136 -46 0
-4 -63 -77 -102 -136 -15 0
-20 -63 -77 -102 -136 -31 0
-35 -63 -77 -102 -136 -46 0
-49 -63 -77 -102 -136 -60 0
-1 -22 -88 -102 -136 -15 0
-2 -37 -88 -102 -136 -15 0
-18 -37 -88 -102 -136 -31 0
-3 -51 -88 -102 -136 -15 0
-19 -51 -88 -102 -136 -31 0
-34 -51 -88 -102 -136 -46 0
-4 -64 -88 -102 -136 -15 0
-20 -64 -88 -102 -136 -31 0
-35 -64 -88 -102 -136 -46 0
-49 -64 -88 -102 -136 -60 0
-5 -76 -88 -102 -136 -15 0
-21 -76 -88 -102 -136 -31 0
-36 -76 -88 -102 -136 -46 0
-50 -76 -88 -102 -136 -60 0
-63 -76 -88 -102 -136 -73 0
-1 -18 -39 -111 -136 -15 0
-1 -19 -53 -111 -136 -15 0
-2 -34 -53 -111 -136 -15 0
-18 -34 -53 -111 -136 -31 0
-1 -20 -66 -111 -136 -15 0
-2 -35 -66 -111 -136 -15 0
-18 -35 -66 -111 -136 -31 0
-3 -49 -66 -111 -136 -15 0
-19 -49 -66 -111 -136 -31 0
-34 -49 -66 -111 -136 -46 0
-1 -21 -78 -111 -136 -15 0
-2 -36 -78 -111 -136 -15 0
-18 -36 -78 -111 -136 -31 0
-3 -50 -78 -111 -136 -15 0
-19 -50 -78 -111 -136 -31 0
-34 -50 -78 -111 -136 -46 0
-4 -63 -78 -111 -136 -15 0
-20 -63 -78 -111 -136 -31 0
-35 -63 -78 -111 -136 -46 0
-49 -63 -78 -111 -136 -60 0
-1 -22 -89 -111 -136 -15 0
-2 -37 -89 -111 -136 -15 0
-18 -37 -89 -111 -136 -31 0
-3 -51 -89 -111 -136 -15 0
-19 -51 -89 -111 -136 -31 0
-34 -51 -89 -111 -136 -46 0
-4 -64 -89 -111 -136 -15 0
-20 -64 -89 -111 -136 -31 0
-35 -64 -89 -111 -136 -46 0
-49 -64 -89 -111 -136 -60 0
-5 -76 -89 -111 -136 -15 0
-21 -76 -89 -111 -136 -31 0
-36 -76 -89 -111 -136 -46 0
-50 -76 -89 -111 -136 -60 0
-63 -76 -89 -111 -136 -73 0
-1 -23 -99 -111 -136 -15 0
-2 -38 -99 -111 -136 -15 0
-18 -38 -99 -111 -136 -31 0
-3 -52 -99 -111 -136 -15 0
-19 -52 -99 -111 -136 -31 0
-34 -52 -99 -111 -136 -46 0
-4 -65 -99 -111 -136 -15 0
-20 -65 -99 -111 -136 -31 0
-35 -65 -99 -111 -136 -46 0
-49 -65 -99 -111 -136 -60 0
-5 -77 -99 -111 -136 -15 0
-21 -77 -99 -111 -136 -31 0
-36 -77 -99 -111 -136 -46 0
-50 -77 -99 -111 -136 -60 0
-63 -77 -99 -111 -136 -73 0
-6 -88 -99 -111 -136 -15 0
-22 -88 -99 -111 -136 -31 0
-37 -88 -99 -111 -136 -46 0
-51 -88 -99 -111 -136 -60 0
-64 -88 -99 -111 -136 -73 0
-76 -88 -99 -111 -136 -85 0
-1 -18 -40 -119 -136 -15 0
-1 -19 -54 -119 -136 -15 0
-2 -34 -54 -119 -136 -15 0
-18 -34 -54 -119 -136 -31 0
-1 -20 -67 -119 -136 -15 0
-2 -35 -67 -119 -136 -15 0
-18 -35 -67 -119 -136 -31 0
-3 -49 -67 -119 -136 -15 0
-19 -49 -67 -119 -136 -31 0
-34 -49 -67 -119 -136 -46 0
-1 -21 -79 -119 -136 -15 0
-2 -36 -79 -119 -136 -15 0
-18 -36 -79 -119 -136 -31 0
-3 -50 -79 -119 -136 -15 0
-19 -50 -79 -119 -136 -31 0
-34 -50 -79 -119 -136 -46 0
-4 -63 -79 -119 -136 -15 0
-20 -63 -79 -119 -136 -31 0
-35 -63 -79 -119 -136 -46 0
-49 -63 -79 -119 -136 -60 0
-1 -22 -90 -119 -136 -15 0
-2 -37 -90 -119 -136 -15 0
-18 -37 -90 -119 -136 -31 0
-3 -51 -90 -119 -136 -15 0
-19 -51 -90 -119 -136 -31 0
-34 -51 -90 -119 -136 -46 0
-4 -64 -90 -119 -136 -15 0
-20 -64 -90 -119 -136 -31 0
-35 -64 -90 -119 -136 -46 0
-49 -64 -90 -119 -136 -60 0
-5 -76 -90 -119 -136 -15 0
-21 -76 -90 -119 -136 -31 0
-36 -76 -90 -119 -136 -46 0
-50 -76 -90 -119 -136 -60 0
-63 -76 -90 -119 -136 -73 0
-1 -23 -100 -119 -136 -15 0
-2 -38 -100 -119 -136 -15 0
-18 -38 -100 -119 -136 -31 0
-3 -52 -100 -119 -136 -15 0
-19 -52 -100 -119 -136 -31 0
-34 -52 -100 -119 -136 -46 0
-4 -65 -100 -119 -136 -15 0
-20 -65 -100 -119 -136 -31 0
-35 -65 -100 -119 -136 -46 0
-49 -65 -100 -119 -136 -60 0
-5 -77 -100 -119 -136 -15 0
-21 -77 -100 -119 -136 -31 0
-36 -77 -100 -119 -136 -46 0
-50 -77 -100 -119 -136 -60 0
-63 -77 -100 -119 -136 -73 0
-6 -88 -100 -119 -136 -15 0
-22 -88 -100 -119 -136 -31 0
-37 -88 -100 -119 -136 -46 0
-51 -88 -100 -119 -136 -60 0
-64 -88 -100 -119 -136 -73 0
-76 -88 -100 -119 -136 -85 0
-1 -24 -109 -119 -136 -15 0
-2 -39 -109 -119 -136 -15 0
-18 -39 -109 -119 -136 -31 0
-3 -53 -109 -119 -136 -15 0
-19 -53 -109 -119 -136 -31 0
-34 -53 -109 -119 -136 -46 0
-4 -66 -109 -119 -136 -15 0
-20 -66 -109 -119 -136 -31 0
-35 -66 -109 -119 -136 -46 0
-49 -66 -109 -119 -136 -60 0
-5 -78 -109 -119 -136 -15 0
-21 -78 -109 -119 -136 -31 0
-36 -78 -109 -119 -136 -46 0
-50 -78 -109 -119 -136 -60 0
-63 -78 -109 -119 -136 -73 0
-6 -89 -109 -119 -136 -15 0
-22 -89 -109 -119 -136 -31 0
-37 -89 -109 -119 -136 -46 0
-51 -89 -109 -119 -136 -60 0
-64 -89 -109 -119 -136 -73 0
-76 -89 -109 -119 -136 -85 0
-7 -99 -109 -119 -136 -15 0
-23 -99 -109 -119 -136 -31 0
-38 -99 -109 -119 -136 -46 0
-52 -99 -109 -119 -136 -60 0
-65 -99 -109 -119 -136 -73 0
-77 -99 -109 -119 -136 -85 0
-88 -99 -109 -119 -136 -96 0
-1 -18 -41 -126 -136 -15 0
-1 -19 -55 -126 -136 -15 0
-2 -34 -55 -126 -136 -15 0
-18 -34 -55 -126 -136 -31 0
-1 -20 -68 -126 -136 -15 0
-2 -35 -68 -126 -136 -15 0
-18 -35 -68 -126 -136 -31 0
-3 -49 -68 -126 -136 -15 0
-19 -49 -68 -126 -136 -31 0
-34 -49 -68 -126 -136 -46 0
-1 -21 -80 -126 -136 -15 0
-2 -36 -80 -126 -136 -15 0
-18 -36 -80 -126 -136 -31 0
-3 -50 -80 -126 -136 -15 0
-19 -50 -80 -126 -136 -31 0
-34 -50 -80 -126 -136 -46 0
-4 -63 -80 -126 -136 -15 0
-20 -63 -80 -126 -136 -31 0
